,Rank,NCTId,BriefTitle,SecondaryId,LeadSponsorName,LocationCountry
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Poland
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Puerto Rico
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Romania
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Serbia
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Slovakia
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,South Africa
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Spain
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Switzerland
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Ukraine
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,United Kingdom
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,United States
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Australia
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Belgium
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Canada
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Czechia
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Denmark
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Finland
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,France
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Germany
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Hungary
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Italy
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Netherlands
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Poland
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Spain
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Sweden
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Switzerland
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,Turkey
678,1679,NCT00731692,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.",2007-002627-32,Novartis Pharmaceuticals,United Kingdom
703,1704,NCT00317941,Safety Study in Relapsing-remitting Multiple Sclerosis (RRMS) Patients Receiving Betaferon or Rebif,2005-005583-91|308084|Avantage,Bayer,France
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,Belgium
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,Denmark
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,Finland
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,Netherlands
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,Norway
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,Sweden
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,Switzerland
720,1721,NCT00168766,Avonex (Interferon-beta-1a) and Avonex Plus Methylprednisolone for the Treatment of Relapsing-remitting MS,Mecombin,Biogen,United Kingdom
725,1726,NCT04792567,Exploring the Immune Response to SARS-CoV-2 modRNA Vaccines in Patients With Secondary Progressive Multiple Sclerosis (AMA-VACC),2020-005752-38,Novartis Pharmaceuticals,Germany
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,United States
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Argentina
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Australia
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Austria
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Belarus
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Belgium
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Bulgaria
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Canada
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,China
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Czechia
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Denmark
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Finland
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,France
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Germany
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Greece
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Hungary
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,India
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Israel
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Italy
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Japan
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Lithuania
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Netherlands
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Norway
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Poland
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Portugal
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Romania
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Russian Federation
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Spain
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Turkey
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,Ukraine
726,1727,NCT04411641,Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),U1111-1246-7768,Sanofi,United Kingdom
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,United States
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Belgium
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Canada
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Czechia
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Denmark
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Finland
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,France
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Germany
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Ireland
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Israel
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Italy
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Netherlands
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Poland
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Russian Federation
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Spain
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,Sweden
738,1739,NCT01416181,A Clinical Study of the Efficacy of Natalizumab on Reducing Disability Progression in Participants With Secondary Progressive Multiple Sclerosis,2010-021978-11,Biogen,United Kingdom
752,1753,NCT03745144,Effects of Cladribine Tablets on the PK of Microgynon®,2018-001015-70,"Merck KGaA, Darmstadt, Germany",Germany
752,1753,NCT03745144,Effects of Cladribine Tablets on the PK of Microgynon®,2018-001015-70,"Merck KGaA, Darmstadt, Germany",Poland
